NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
PID_NECTIN_PATHWAY%MSIGDB_C2%PID_NECTIN_PATHWAY	25	18		
PID_AURORA_B_PATHWAY%MSIGDB_C2%PID_AURORA_B_PATHWAY	28		Rejected!	
PID_ARF6_TRAFFICKING_PATHWAY%MSIGDB_C2%PID_ARF6_TRAFFICKING_PATHWAY	36	25		
BIOCARTA_TGFB_PATHWAY%MSIGDB_C2%BIOCARTA_TGFB_PATHWAY	14		Rejected!	
PID_A6B1_A6B4_INTEGRIN_PATHWAY%MSIGDB_C2%PID_A6B1_A6B4_INTEGRIN_PATHWAY	36	28		
BIOCARTA_MRP_PATHWAY%MSIGDB_C2%BIOCARTA_MRP_PATHWAY	6		Rejected!	
PID_EPHB_FWD_PATHWAY%MSIGDB_C2%PID_EPHB_FWD_PATHWAY	36	32		
PID_MYC_PATHWAY%MSIGDB_C2%PID_MYC_PATHWAY	20	18		
BIOCARTA_PLCE_PATHWAY%MSIGDB_C2%BIOCARTA_PLCE_PATHWAY	8		Rejected!	
PID_HIF1_TFPATHWAY%MSIGDB_C2%PID_HIF1_TFPATHWAY	53	29		
PID_NFKAPPAB_ATYPICAL_PATHWAY%MSIGDB_C2%PID_NFKAPPAB_ATYPICAL_PATHWAY	15	15		
PID_ERBB_NETWORK_PATHWAY%MSIGDB_C2%PID_ERBB_NETWORK_PATHWAY	14		Rejected!	
BIOCARTA_EPHA4_PATHWAY%MSIGDB_C2%BIOCARTA_EPHA4_PATHWAY	7		Rejected!	
PID_ENDOTHELIN_PATHWAY%MSIGDB_C2%PID_ENDOTHELIN_PATHWAY	48	35		
BIOCARTA_FREE_PATHWAY%MSIGDB_C2%BIOCARTA_FREE_PATHWAY	9		Rejected!	
BIOCARTA_CYTOKINE_PATHWAY%MSIGDB_C2%BIOCARTA_CYTOKINE_PATHWAY	19		Rejected!	
BIOCARTA_STRESS_PATHWAY%MSIGDB_C2%BIOCARTA_STRESS_PATHWAY	24	21		
PID_HIF1A_PATHWAY%MSIGDB_C2%PID_HIF1A_PATHWAY	13		Rejected!	
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY%MSIGDB_C2%PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	38	26		
PID_RAS_PATHWAY%MSIGDB_C2%PID_RAS_PATHWAY	24	17		
BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY	20	16		
BIOCARTA_IL3_PATHWAY%MSIGDB_C2%BIOCARTA_IL3_PATHWAY	13		Rejected!	
BIOCARTA_IL2_PATHWAY%MSIGDB_C2%BIOCARTA_IL2_PATHWAY	20	18		
PID_ERBB2_ERBB3_PATHWAY%MSIGDB_C2%PID_ERBB2_ERBB3_PATHWAY	38	36		
PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY	29	22		
BIOCARTA_AKAP95_PATHWAY%MSIGDB_C2%BIOCARTA_AKAP95_PATHWAY	7		Rejected!	
PID_PDGFRA_PATHWAY%MSIGDB_C2%PID_PDGFRA_PATHWAY	19	15		
PID_REELIN_PATHWAY%MSIGDB_C2%PID_REELIN_PATHWAY	23	20		
BIOCARTA_P38MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_P38MAPK_PATHWAY	30	28		
BIOCARTA_RB_PATHWAY%MSIGDB_C2%BIOCARTA_RB_PATHWAY	9		Rejected!	
BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	27	24		
BIOCARTA_ACE2_PATHWAY%MSIGDB_C2%BIOCARTA_ACE2_PATHWAY	11		Rejected!	
PID_P38_ALPHA_BETA_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_PATHWAY	24	20		
BIOCARTA_STATHMIN_PATHWAY%MSIGDB_C2%BIOCARTA_STATHMIN_PATHWAY	16		Rejected!	
BIOCARTA_41BB_PATHWAY%MSIGDB_C2%BIOCARTA_41BB_PATHWAY	17		Rejected!	
BIOCARTA_SALMONELLA_PATHWAY%MSIGDB_C2%BIOCARTA_SALMONELLA_PATHWAY	5		Rejected!	
PID_HNF3B_PATHWAY%MSIGDB_C2%PID_HNF3B_PATHWAY	37	16		
PID_IL4_2PATHWAY%MSIGDB_C2%PID_IL4_2PATHWAY	54	33		
PID_NCADHERIN_PATHWAY%MSIGDB_C2%PID_NCADHERIN_PATHWAY	31	20		
BIOCARTA_HIF_PATHWAY%MSIGDB_C2%BIOCARTA_HIF_PATHWAY	12		Rejected!	
PID_LYMPH_ANGIOGENESIS_PATHWAY%MSIGDB_C2%PID_LYMPH_ANGIOGENESIS_PATHWAY	22	18		
PID_WNT_SIGNALING_PATHWAY%MSIGDB_C2%PID_WNT_SIGNALING_PATHWAY	24		Rejected!	
BIOCARTA_P35ALZHEIMERS_PATHWAY%MSIGDB_C2%BIOCARTA_P35ALZHEIMERS_PATHWAY	7		Rejected!	
BIOCARTA_BARRESTIN_SRC_PATHWAY%MSIGDB_C2%BIOCARTA_BARRESTIN_SRC_PATHWAY	14		Rejected!	
PID_ALPHA_SYNUCLEIN_PATHWAY%MSIGDB_C2%PID_ALPHA_SYNUCLEIN_PATHWAY	27	19		
BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY	22	21		
BIOCARTA_PDGF_PATHWAY%MSIGDB_C2%BIOCARTA_PDGF_PATHWAY	23	21		
BIOCARTA_GRANULOCYTES_PATHWAY%MSIGDB_C2%BIOCARTA_GRANULOCYTES_PATHWAY	11		Rejected!	
PID_AMB2_NEUTROPHILS_PATHWAY%MSIGDB_C2%PID_AMB2_NEUTROPHILS_PATHWAY	30	16		
BIOCARTA_BAD_PATHWAY%MSIGDB_C2%BIOCARTA_BAD_PATHWAY	19		Rejected!	
PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY	38	23		
BIOCARTA_LYMPHOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_LYMPHOCYTE_PATHWAY	6		Rejected!	
BIOCARTA_ARF_PATHWAY%MSIGDB_C2%BIOCARTA_ARF_PATHWAY	12		Rejected!	
PID_TXA2PATHWAY%MSIGDB_C2%PID_TXA2PATHWAY	44	30		
PID_ERBB4_PATHWAY%MSIGDB_C2%PID_ERBB4_PATHWAY	34	27		
BIOCARTA_CREB_PATHWAY%MSIGDB_C2%BIOCARTA_CREB_PATHWAY	18	16		
PID_IL8_CXCR2_PATHWAY%MSIGDB_C2%PID_IL8_CXCR2_PATHWAY	25	21		
BIOCARTA_LIS1_PATHWAY%MSIGDB_C2%BIOCARTA_LIS1_PATHWAY	15		Rejected!	
BIOCARTA_EPO_PATHWAY%MSIGDB_C2%BIOCARTA_EPO_PATHWAY	16		Rejected!	
BIOCARTA_UCALPAIN_PATHWAY%MSIGDB_C2%BIOCARTA_UCALPAIN_PATHWAY	10		Rejected!	
BIOCARTA_ERBB4_PATHWAY%MSIGDB_C2%BIOCARTA_ERBB4_PATHWAY	7		Rejected!	
PID_NEPHRIN_NEPH1_PATHWAY%MSIGDB_C2%PID_NEPHRIN_NEPH1_PATHWAY	29	23		
PID_CASPASE_PATHWAY%MSIGDB_C2%PID_CASPASE_PATHWAY	41	35		
BIOCARTA_THELPER_PATHWAY%MSIGDB_C2%BIOCARTA_THELPER_PATHWAY	7		Rejected!	
PID_CDC42_PATHWAY%MSIGDB_C2%PID_CDC42_PATHWAY	58	47		
BIOCARTA_VEGF_PATHWAY%MSIGDB_C2%BIOCARTA_VEGF_PATHWAY	23	19		
BIOCARTA_AKT_PATHWAY%MSIGDB_C2%BIOCARTA_AKT_PATHWAY	18	16		
BIOCARTA_RAB_PATHWAY%MSIGDB_C2%BIOCARTA_RAB_PATHWAY	12		Rejected!	
BIOCARTA_CREM_PATHWAY%MSIGDB_C2%BIOCARTA_CREM_PATHWAY	5		Rejected!	
PID_SYNDECAN_3_PATHWAY%MSIGDB_C2%PID_SYNDECAN_3_PATHWAY	14		Rejected!	
PID_AURORA_A_PATHWAY%MSIGDB_C2%PID_AURORA_A_PATHWAY	25	18		
PID_MYC_ACTIV_PATHWAY%MSIGDB_C2%PID_MYC_ACTIV_PATHWAY	67	50		
BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY	21	20		
BIOCARTA_PTC1_PATHWAY%MSIGDB_C2%BIOCARTA_PTC1_PATHWAY	8		Rejected!	
PID_TNF_PATHWAY%MSIGDB_C2%PID_TNF_PATHWAY	39	34		
PID_P38_MK2_PATHWAY%MSIGDB_C2%PID_P38_MK2_PATHWAY	17		Rejected!	
BIOCARTA_BIOPEPTIDES_PATHWAY%MSIGDB_C2%BIOCARTA_BIOPEPTIDES_PATHWAY	24	20		
BIOCARTA_NOS1_PATHWAY%MSIGDB_C2%BIOCARTA_NOS1_PATHWAY	12		Rejected!	
BIOCARTA_TCYTOTOXIC_PATHWAY%MSIGDB_C2%BIOCARTA_TCYTOTOXIC_PATHWAY	8		Rejected!	
PID_GLYPICAN_1PATHWAY%MSIGDB_C2%PID_GLYPICAN_1PATHWAY	24	16		
BIOCARTA_NGF_PATHWAY%MSIGDB_C2%BIOCARTA_NGF_PATHWAY	17	15		
PID_CXCR3_PATHWAY%MSIGDB_C2%PID_CXCR3_PATHWAY	36	27		
BIOCARTA_TRKA_PATHWAY%MSIGDB_C2%BIOCARTA_TRKA_PATHWAY	12		Rejected!	
PID_VEGFR1_PATHWAY%MSIGDB_C2%PID_VEGFR1_PATHWAY	19	15		
BIOCARTA_PLK3_PATHWAY%MSIGDB_C2%BIOCARTA_PLK3_PATHWAY	5		Rejected!	
BIOCARTA_VIP_PATHWAY%MSIGDB_C2%BIOCARTA_VIP_PATHWAY	20		Rejected!	
PID_GMCSF_PATHWAY%MSIGDB_C2%PID_GMCSF_PATHWAY	32	26		
BIOCARTA_BARRESTIN_PATHWAY%MSIGDB_C2%BIOCARTA_BARRESTIN_PATHWAY	10		Rejected!	
BIOCARTA_CARDIACEGF_PATHWAY%MSIGDB_C2%BIOCARTA_CARDIACEGF_PATHWAY	17		Rejected!	
PID_WNT_NONCANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_NONCANONICAL_PATHWAY	28	20		
BIOCARTA_IL12_PATHWAY%MSIGDB_C2%BIOCARTA_IL12_PATHWAY	17		Rejected!	
BIOCARTA_P27_PATHWAY%MSIGDB_C2%BIOCARTA_P27_PATHWAY	11		Rejected!	
BIOCARTA_RELA_PATHWAY%MSIGDB_C2%BIOCARTA_RELA_PATHWAY	15		Rejected!	
PID_ARF6_PATHWAY%MSIGDB_C2%PID_ARF6_PATHWAY	30	21		
PID_RXR_VDR_PATHWAY%MSIGDB_C2%PID_RXR_VDR_PATHWAY	24	17		
PID_NFKAPPAB_CANONICAL_PATHWAY%MSIGDB_C2%PID_NFKAPPAB_CANONICAL_PATHWAY	20	19		
PID_IL1_PATHWAY%MSIGDB_C2%PID_IL1_PATHWAY	29	22		
BIOCARTA_GCR_PATHWAY%MSIGDB_C2%BIOCARTA_GCR_PATHWAY	12		Rejected!	
PID_RHOA_REG_PATHWAY%MSIGDB_C2%PID_RHOA_REG_PATHWAY	39	33		
BIOCARTA_CFTR_PATHWAY%MSIGDB_C2%BIOCARTA_CFTR_PATHWAY	8		Rejected!	
BIOCARTA_SAM68_PATHWAY%MSIGDB_C2%BIOCARTA_SAM68_PATHWAY	5		Rejected!	
PID_LIS1_PATHWAY%MSIGDB_C2%PID_LIS1_PATHWAY	26	17		
PID_AVB3_OPN_PATHWAY%MSIGDB_C2%PID_AVB3_OPN_PATHWAY	28	21		
PID_ECADHERIN_KERATINOCYTE_PATHWAY%MSIGDB_C2%PID_ECADHERIN_KERATINOCYTE_PATHWAY	18	15		
PID_DELTA_NP63_PATHWAY%MSIGDB_C2%PID_DELTA_NP63_PATHWAY	41	31		
BIOCARTA_RACCYCD_PATHWAY%MSIGDB_C2%BIOCARTA_RACCYCD_PATHWAY	24	22		
BIOCARTA_NKT_PATHWAY%MSIGDB_C2%BIOCARTA_NKT_PATHWAY	20		Rejected!	
PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY	29	25		
PID_INTEGRIN2_PATHWAY%MSIGDB_C2%PID_INTEGRIN2_PATHWAY	22		Rejected!	
BIOCARTA_NPP1_PATHWAY%MSIGDB_C2%BIOCARTA_NPP1_PATHWAY	10		Rejected!	
BIOCARTA_P53_PATHWAY%MSIGDB_C2%BIOCARTA_P53_PATHWAY	14		Rejected!	
BIOCARTA_IL4_PATHWAY%MSIGDB_C2%BIOCARTA_IL4_PATHWAY	9		Rejected!	
BIOCARTA_IRES_PATHWAY%MSIGDB_C2%BIOCARTA_IRES_PATHWAY	6		Rejected!	
BIOCARTA_FEEDER_PATHWAY%MSIGDB_C2%BIOCARTA_FEEDER_PATHWAY	5		Rejected!	
BIOCARTA_RANKL_PATHWAY%MSIGDB_C2%BIOCARTA_RANKL_PATHWAY	14		Rejected!	
BIOCARTA_DSP_PATHWAY%MSIGDB_C2%BIOCARTA_DSP_PATHWAY	7		Rejected!	
BIOCARTA_DC_PATHWAY%MSIGDB_C2%BIOCARTA_DC_PATHWAY	16		Rejected!	
PID_CONE_PATHWAY%MSIGDB_C2%PID_CONE_PATHWAY	21		Rejected!	
BIOCARTA_WNT_PATHWAY%MSIGDB_C2%BIOCARTA_WNT_PATHWAY	23	17		
PID_THROMBIN_PAR1_PATHWAY%MSIGDB_C2%PID_THROMBIN_PAR1_PATHWAY	33	26		
BIOCARTA_CHREBP_PATHWAY%MSIGDB_C2%BIOCARTA_CHREBP_PATHWAY	14		Rejected!	
BIOCARTA_ASBCELL_PATHWAY%MSIGDB_C2%BIOCARTA_ASBCELL_PATHWAY	12		Rejected!	
PID_MET_PATHWAY%MSIGDB_C2%PID_MET_PATHWAY	65	56		
BIOCARTA_NPC_PATHWAY%MSIGDB_C2%BIOCARTA_NPC_PATHWAY	9		Rejected!	
PID_PI3KCI_AKT_PATHWAY%MSIGDB_C2%PID_PI3KCI_AKT_PATHWAY	29	26		
BIOCARTA_TSP1_PATHWAY%MSIGDB_C2%BIOCARTA_TSP1_PATHWAY	7		Rejected!	
BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY	23	21		
BIOCARTA_RNAPOL3_PATHWAY%MSIGDB_C2%BIOCARTA_RNAPOL3_PATHWAY	6		Rejected!	
PID_AR_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_AR_NONGENOMIC_PATHWAY	28	22		
PID_AR_TF_PATHWAY%MSIGDB_C2%PID_AR_TF_PATHWAY	44	35		
PID_THROMBIN_PAR4_PATHWAY%MSIGDB_C2%PID_THROMBIN_PAR4_PATHWAY	14		Rejected!	
BIOCARTA_MTA3_PATHWAY%MSIGDB_C2%BIOCARTA_MTA3_PATHWAY	15		Rejected!	
BIOCARTA_MONOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_MONOCYTE_PATHWAY	8		Rejected!	
BIOCARTA_INTEGRIN_PATHWAY%MSIGDB_C2%BIOCARTA_INTEGRIN_PATHWAY	29	25		
BIOCARTA_ARENRF2_PATHWAY%MSIGDB_C2%BIOCARTA_ARENRF2_PATHWAY	18	15		
BIOCARTA_CSK_PATHWAY%MSIGDB_C2%BIOCARTA_CSK_PATHWAY	18		Rejected!	
BIOCARTA_PAR1_PATHWAY%MSIGDB_C2%BIOCARTA_PAR1_PATHWAY	16		Rejected!	
BIOCARTA_FXR_PATHWAY%MSIGDB_C2%BIOCARTA_FXR_PATHWAY	7		Rejected!	
PID_ATM_PATHWAY%MSIGDB_C2%PID_ATM_PATHWAY	27	21		
BIOCARTA_SUMO_PATHWAY%MSIGDB_C2%BIOCARTA_SUMO_PATHWAY	6		Rejected!	
BIOCARTA_ETS_PATHWAY%MSIGDB_C2%BIOCARTA_ETS_PATHWAY	14		Rejected!	
BIOCARTA_DICER_PATHWAY%MSIGDB_C2%BIOCARTA_DICER_PATHWAY	4		Rejected!	
PID_INSULIN_GLUCOSE_PATHWAY%MSIGDB_C2%PID_INSULIN_GLUCOSE_PATHWAY	23	15		
BIOCARTA_CTLA4_PATHWAY%MSIGDB_C2%BIOCARTA_CTLA4_PATHWAY	19		Rejected!	
BIOCARTA_RECK_PATHWAY%MSIGDB_C2%BIOCARTA_RECK_PATHWAY	8		Rejected!	
PID_SMAD2_3PATHWAY%MSIGDB_C2%PID_SMAD2_3PATHWAY	12		Rejected!	
PID_ALK2_PATHWAY%MSIGDB_C2%PID_ALK2_PATHWAY	11		Rejected!	
BIOCARTA_ALK_PATHWAY%MSIGDB_C2%BIOCARTA_ALK_PATHWAY	34	21		
BIOCARTA_HDAC_PATHWAY%MSIGDB_C2%BIOCARTA_HDAC_PATHWAY	20	15		
BIOCARTA_PML_PATHWAY%MSIGDB_C2%BIOCARTA_PML_PATHWAY	14		Rejected!	
PID_PI3KCI_PATHWAY%MSIGDB_C2%PID_PI3KCI_PATHWAY	40	35		
BIOCARTA_EIF4_PATHWAY%MSIGDB_C2%BIOCARTA_EIF4_PATHWAY	22	20		
BIOCARTA_KREB_PATHWAY%MSIGDB_C2%BIOCARTA_KREB_PATHWAY	7		Rejected!	
PID_TAP63_PATHWAY%MSIGDB_C2%PID_TAP63_PATHWAY	44	37		
BIOCARTA_EFP_PATHWAY%MSIGDB_C2%BIOCARTA_EFP_PATHWAY	14		Rejected!	
BIOCARTA_BOTULIN_PATHWAY%MSIGDB_C2%BIOCARTA_BOTULIN_PATHWAY	5		Rejected!	
PID_PLK1_PATHWAY%MSIGDB_C2%PID_PLK1_PATHWAY	38	24		
PID_RB_1PATHWAY%MSIGDB_C2%PID_RB_1PATHWAY	58	45		
BIOCARTA_CDC25_PATHWAY%MSIGDB_C2%BIOCARTA_CDC25_PATHWAY	6		Rejected!	
PID_PI3K_PLC_TRK_PATHWAY%MSIGDB_C2%PID_PI3K_PLC_TRK_PATHWAY	30	21		
BIOCARTA_PGC1A_PATHWAY%MSIGDB_C2%BIOCARTA_PGC1A_PATHWAY	12		Rejected!	
BIOCARTA_CDC42RAC_PATHWAY%MSIGDB_C2%BIOCARTA_CDC42RAC_PATHWAY	8		Rejected!	
PID_IGF1_PATHWAY%MSIGDB_C2%PID_IGF1_PATHWAY	24	22		
BIOCARTA_CTL_PATHWAY%MSIGDB_C2%BIOCARTA_CTL_PATHWAY	8		Rejected!	
BIOCARTA_ETC_PATHWAY%MSIGDB_C2%BIOCARTA_ETC_PATHWAY	10		Rejected!	
BIOCARTA_ERK_PATHWAY%MSIGDB_C2%BIOCARTA_ERK_PATHWAY	24	21		
BIOCARTA_SARS_PATHWAY%MSIGDB_C2%BIOCARTA_SARS_PATHWAY	5		Rejected!	
PID_RETINOIC_ACID_PATHWAY%MSIGDB_C2%PID_RETINOIC_ACID_PATHWAY	24	19		
BIOCARTA_CALCINEURIN_PATHWAY%MSIGDB_C2%BIOCARTA_CALCINEURIN_PATHWAY	16		Rejected!	
BIOCARTA_EICOSANOID_PATHWAY%MSIGDB_C2%BIOCARTA_EICOSANOID_PATHWAY	19		Rejected!	
PID_AJDISS_2PATHWAY%MSIGDB_C2%PID_AJDISS_2PATHWAY	40	30		
PID_ECADHERIN_STABILIZATION_PATHWAY%MSIGDB_C2%PID_ECADHERIN_STABILIZATION_PATHWAY	35	26		
BIOCARTA_NOTCH_PATHWAY%MSIGDB_C2%BIOCARTA_NOTCH_PATHWAY	5		Rejected!	
BIOCARTA_RANBP2_PATHWAY%MSIGDB_C2%BIOCARTA_RANBP2_PATHWAY	10		Rejected!	
BIOCARTA_TH1TH2_PATHWAY%MSIGDB_C2%BIOCARTA_TH1TH2_PATHWAY	19		Rejected!	
BIOCARTA_TALL1_PATHWAY%MSIGDB_C2%BIOCARTA_TALL1_PATHWAY	15		Rejected!	
BIOCARTA_CASPASE_PATHWAY%MSIGDB_C2%BIOCARTA_CASPASE_PATHWAY	17	15		
BIOCARTA_IL1R_PATHWAY%MSIGDB_C2%BIOCARTA_IL1R_PATHWAY	28	19		
BIOCARTA_EDG1_PATHWAY%MSIGDB_C2%BIOCARTA_EDG1_PATHWAY	19		Rejected!	
BIOCARTA_MHC_PATHWAY%MSIGDB_C2%BIOCARTA_MHC_PATHWAY	12		Rejected!	
PID_TRAIL_PATHWAY%MSIGDB_C2%PID_TRAIL_PATHWAY	26	23		
BIOCARTA_S1P_PATHWAY%MSIGDB_C2%BIOCARTA_S1P_PATHWAY	5		Rejected!	
BIOCARTA_NFKB_PATHWAY%MSIGDB_C2%BIOCARTA_NFKB_PATHWAY	21	17		
PID_CIRCADIAN_PATHWAY%MSIGDB_C2%PID_CIRCADIAN_PATHWAY	13		Rejected!	
BIOCARTA_RARRXR_PATHWAY%MSIGDB_C2%BIOCARTA_RARRXR_PATHWAY	7		Rejected!	
BIOCARTA_RHO_PATHWAY%MSIGDB_C2%BIOCARTA_RHO_PATHWAY	18		Rejected!	
BIOCARTA_EEA1_PATHWAY%MSIGDB_C2%BIOCARTA_EEA1_PATHWAY	7		Rejected!	
PID_S1P_S1P3_PATHWAY%MSIGDB_C2%PID_S1P_S1P3_PATHWAY	23	16		
BIOCARTA_SPRY_PATHWAY%MSIGDB_C2%BIOCARTA_SPRY_PATHWAY	15		Rejected!	
BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY	19	19		
BIOCARTA_CCR3_PATHWAY%MSIGDB_C2%BIOCARTA_CCR3_PATHWAY	18		Rejected!	
BIOCARTA_MCM_PATHWAY%MSIGDB_C2%BIOCARTA_MCM_PATHWAY	14		Rejected!	
BIOCARTA_CERAMIDE_PATHWAY%MSIGDB_C2%BIOCARTA_CERAMIDE_PATHWAY	21	20		
PID_HDAC_CLASSI_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSI_PATHWAY	59	52		
BIOCARTA_ARAP_PATHWAY%MSIGDB_C2%BIOCARTA_ARAP_PATHWAY	14		Rejected!	
BIOCARTA_IFNA_PATHWAY%MSIGDB_C2%BIOCARTA_IFNA_PATHWAY	9		Rejected!	
BIOCARTA_FCER1_PATHWAY%MSIGDB_C2%BIOCARTA_FCER1_PATHWAY	32	27		
PID_TRKR_PATHWAY%MSIGDB_C2%PID_TRKR_PATHWAY	51	38		
PID_ERBB1_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_ERBB1_DOWNSTREAM_PATHWAY	87	78		
BIOCARTA_TEL_PATHWAY%MSIGDB_C2%BIOCARTA_TEL_PATHWAY	13		Rejected!	
BIOCARTA_PCAF_PATHWAY%MSIGDB_C2%BIOCARTA_PCAF_PATHWAY	13		Rejected!	
BIOCARTA_MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_MAPK_PATHWAY	69	63		
PID_FOXO_PATHWAY%MSIGDB_C2%PID_FOXO_PATHWAY	43	35		
PID_TCR_JNK_PATHWAY%MSIGDB_C2%PID_TCR_JNK_PATHWAY	13		Rejected!	
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	21	19		
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY%MSIGDB_C2%PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	31	28		
BIOCARTA_SODD_PATHWAY%MSIGDB_C2%BIOCARTA_SODD_PATHWAY	10		Rejected!	
BIOCARTA_TOLL_PATHWAY%MSIGDB_C2%BIOCARTA_TOLL_PATHWAY	24	19		
BIOCARTA_BARR_MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_BARR_MAPK_PATHWAY	12		Rejected!	
BIOCARTA_NKCELLS_PATHWAY%MSIGDB_C2%BIOCARTA_NKCELLS_PATHWAY	20	15		
BIOCARTA_IGF1MTOR_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1MTOR_PATHWAY	18	17		
BIOCARTA_FAS_PATHWAY%MSIGDB_C2%BIOCARTA_FAS_PATHWAY	23	21		
BIOCARTA_GABA_PATHWAY%MSIGDB_C2%BIOCARTA_GABA_PATHWAY	8		Rejected!	
BIOCARTA_NUCLEARRS_PATHWAY%MSIGDB_C2%BIOCARTA_NUCLEARRS_PATHWAY	34	15		
PID_HES_HEY_PATHWAY%MSIGDB_C2%PID_HES_HEY_PATHWAY	42	34		
BIOCARTA_TCRA_PATHWAY%MSIGDB_C2%BIOCARTA_TCRA_PATHWAY	13		Rejected!	
BIOCARTA_MTOR_PATHWAY%MSIGDB_C2%BIOCARTA_MTOR_PATHWAY	19	17		
PID_INTEGRIN3_PATHWAY%MSIGDB_C2%PID_INTEGRIN3_PATHWAY	36	21		
PID_RAC1_REG_PATHWAY%MSIGDB_C2%PID_RAC1_REG_PATHWAY	27	20		
PID_TOLL_ENDOGENOUS_PATHWAY%MSIGDB_C2%PID_TOLL_ENDOGENOUS_PATHWAY	20	17		
BIOCARTA_HIVNEF_PATHWAY%MSIGDB_C2%BIOCARTA_HIVNEF_PATHWAY	42	36		
BIOCARTA_PKC_PATHWAY%MSIGDB_C2%BIOCARTA_PKC_PATHWAY	7		Rejected!	
BIOCARTA_ATM_PATHWAY%MSIGDB_C2%BIOCARTA_ATM_PATHWAY	18	17		
PID_HDAC_CLASSII_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSII_PATHWAY	29	22		
BIOCARTA_NEUTROPHIL_PATHWAY%MSIGDB_C2%BIOCARTA_NEUTROPHIL_PATHWAY	5		Rejected!	
BIOCARTA_CDK5_PATHWAY%MSIGDB_C2%BIOCARTA_CDK5_PATHWAY	12		Rejected!	
PID_ILK_PATHWAY%MSIGDB_C2%PID_ILK_PATHWAY	36	28		
PID_S1P_META_PATHWAY%MSIGDB_C2%PID_S1P_META_PATHWAY	19		Rejected!	
PID_ARF_3PATHWAY%MSIGDB_C2%PID_ARF_3PATHWAY	15	15		
PID_HEDGEHOG_2PATHWAY%MSIGDB_C2%PID_HEDGEHOG_2PATHWAY	17		Rejected!	
BIOCARTA_ERYTH_PATHWAY%MSIGDB_C2%BIOCARTA_ERYTH_PATHWAY	13		Rejected!	
BIOCARTA_BTG2_PATHWAY%MSIGDB_C2%BIOCARTA_BTG2_PATHWAY	8		Rejected!	
PID_EPHA_FWDPATHWAY%MSIGDB_C2%PID_EPHA_FWDPATHWAY	29	18		
PID_ERB_GENOMIC_PATHWAY%MSIGDB_C2%PID_ERB_GENOMIC_PATHWAY	12		Rejected!	
BIOCARTA_STAT3_PATHWAY%MSIGDB_C2%BIOCARTA_STAT3_PATHWAY	7		Rejected!	
BIOCARTA_HSP27_PATHWAY%MSIGDB_C2%BIOCARTA_HSP27_PATHWAY	12		Rejected!	
BIOCARTA_PEPI_PATHWAY%MSIGDB_C2%BIOCARTA_PEPI_PATHWAY	8		Rejected!	
PID_HDAC_CLASSIII_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSIII_PATHWAY	24	22		
PID_CD8_TCR_PATHWAY%MSIGDB_C2%PID_CD8_TCR_PATHWAY	45	32		
PID_P38_GAMMA_DELTA_PATHWAY%MSIGDB_C2%PID_P38_GAMMA_DELTA_PATHWAY	8		Rejected!	
BIOCARTA_PTEN_PATHWAY%MSIGDB_C2%BIOCARTA_PTEN_PATHWAY	16		Rejected!	
PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY	34	21		
BIOCARTA_AHSP_PATHWAY%MSIGDB_C2%BIOCARTA_AHSP_PATHWAY	11		Rejected!	
BIOCARTA_IL7_PATHWAY%MSIGDB_C2%BIOCARTA_IL7_PATHWAY	14		Rejected!	
BIOCARTA_PLATELETAPP_PATHWAY%MSIGDB_C2%BIOCARTA_PLATELETAPP_PATHWAY	11		Rejected!	
